routeCoordinates-LogFile


X;Y
-2336;698
-2336;698
-2336;698
-2336;698
-2336;698
-2336;698
-2336;698
-2336;698
-2324;701
-2312;703
-2300;705
-2241;716
-2181;726
-2121;737
-2020;755
-1919;773
-1817;790
-1716;808
-1614;825
-1513;843
-1411;860
-1411;860
-1411;860
-1411;860
-1417;890
-1423;920
-1429;949
-1444;1027
-1459;1104
-1473;1182
-1495;1295
-1516;1408
-1537;1521
-1559;1640
-1580;1760
-1602;1879
-1620;1980
-1638;2082
-1656;2183
-1676;2291
-1695;2399
-1713;2507
-1731;2608
-1749;2710
-1766;2811
-1785;2925
-1804;3039
-1823;3152
-1842;3272
-1861;3392
-1880;3511
-1895;3607
-1910;3703
-1925;3799
-1945;3924
-1964;4049
-1982;4174
-1999;4282
-2014;4390
-2030;4498
-2047;4612
-2063;4726
-2079;4840
-2095;4954
-2111;5068
-2126;5183
-2140;5285
-2154;5387
-2167;5489
-2183;5610
-2198;5730
-2213;5850
-2227;5959
-2240;6067
-2253;6175
-2266;6284
-2279;6392
-2292;6501
-2304;6609
-2304;6609
-2304;6609
-2304;6609
-2279;6611
-2253;6613
-2228;6616
-2119;6624
-2010;6632
-1901;6640
-1792;6648
-1684;6655
-1575;6663
-1466;6670
-1357;6678
-1248;6685
-1133;6693
-1018;6701
-903;6708
-788;6716
-673;6723
-558;6729
-449;6736
-340;6741
-231;6747
-128;6753
-25;6758
77;6763
192;6769
307;6777
422;6785
537;6792
652;6801
767;6810
882;6818
882;6818
882;6818
882;6818
882;6818
882;6818
882;6818
934;6802
986;6785
1038;6768
1142;6735
1246;6701
1350;6667
1448;6635
1546;6602
1644;6570
1759;6532
1874;6494
1989;6455
2093;6420
2196;6386
2300;6351
